mode,op,element_type,analysis,n,sparsity,select-matrix-repr,mean_ns,std_ns
naive,exp,double,mean,4096,0.05,False,122727307.4,1580725.868943138
naive,exp,double,mean,4096,0.1,False,129813216.5,3627775.5625193063
naive,exp,double,mean,4096,0.2,False,140489381.6,1186384.4013541732
naive,exp,double,mean,4096,0.25,True,147169707.7,3347048.9674178846
naive,exp,double,mean,4096,1.0,True,114464517.9,1880567.9247500666
naive,exp,double,min,1024,0.001,False,9546053.2,130317.70807172245
naive,exp,double,min,1024,0.01,False,9400388.8,639264.7388846726
naive,exp,double,min,1024,0.05,False,10147583.5,40574.22164174357
naive,exp,double,min,1024,0.1,False,10491662.4,715083.6373085941
naive,exp,double,min,1024,0.2,False,11447411.8,709453.7747893403
naive,exp,double,min,1024,0.25,True,12217087.6,117698.54833164994
naive,exp,double,min,1024,1.0,True,9730830.2,738996.7044400731
naive,exp,double,min,2048,0.001,False,29821081.8,330100.5938393114
naive,exp,double,min,2048,0.01,False,30045399.3,576166.4598308479
naive,exp,double,min,2048,0.05,False,30654894.0,389874.5474488488
naive,exp,double,min,2048,0.1,False,32465815.3,647984.6636091614
naive,exp,double,min,2048,0.2,False,35430641.7,960635.0826659823
naive,exp,double,min,2048,0.25,True,37003636.1,577753.9318184295
naive,exp,double,min,2048,1.0,True,32379344.1,682320.752275228
naive,exp,double,min,4096,0.001,False,119544222.0,1340515.8135804785
naive,exp,double,min,4096,0.01,False,120094293.4,3514566.928458411
naive,exp,double,min,4096,0.05,False,123645068.0,2980701.9153188677
naive,exp,double,min,4096,0.1,False,130121149.2,2071563.1303414234
naive,exp,double,min,4096,0.2,False,140436057.0,1360125.6907758361
naive,exp,double,min,4096,0.25,True,147906669.8,2573752.6525154687
naive,exp,double,min,4096,1.0,True,115141048.8,2149417.9129003403
naive,exp,double,min max,1024,0.001,False,9413673.9,900798.273280915
naive,exp,double,min max,1024,0.01,False,9519209.6,908328.5105609213
